Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Favero M., Sartori I., Carlucci S.","57215547194;24559215600;55331189400;","Human thermal comfort under dynamic conditions: An experimental study",2021,"Building and Environment","204",,"108144","","",,4,"10.1016/j.buildenv.2021.108144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111025133&doi=10.1016%2fj.buildenv.2021.108144&partnerID=40&md5=adeec2aa6929c673221ed682c5087d64","Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; SINTEF Community, P.O.Box 124, Blindern 0314, Oslo, Norway; Energy, Environment and Water Research Center, The Cyprus Institute, Nicosia, Cyprus","Favero, M., Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Sartori, I., SINTEF Community, P.O.Box 124, Blindern 0314, Oslo, Norway; Carlucci, S., Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway, Energy, Environment and Water Research Center, The Cyprus Institute, Nicosia, Cyprus","Favero, M.7a Høgskoleringen, Norway; email: matteo.favero@ntnu.no",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85111025133
"Ganesh G.A., Sinha S.L., Verma T.N., Dewangan S.K.","57212583783;56297412300;56298077900;57188820026;","Investigation of indoor environment quality and factors affecting human comfort: A critical review",2021,"Building and Environment","204",,"108146","","",,5,"10.1016/j.buildenv.2021.108146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111020846&doi=10.1016%2fj.buildenv.2021.108146&partnerID=40&md5=aca5a17bebf79d1677e53b43ebcef4cd","Department of Mechanical Engineering, National Institute of Technology, Raipur, 492013, India; Department of Mechanical Engineering, Maulana Azad National Institute of Technology, Bhopal, 462003, India","Ganesh, G.A., Department of Mechanical Engineering, National Institute of Technology, Raipur, 492013, India; Sinha, S.L., Department of Mechanical Engineering, National Institute of Technology, Raipur, 492013, India; Verma, T.N., Department of Mechanical Engineering, Maulana Azad National Institute of Technology, Bhopal, 462003, India; Dewangan, S.K., Department of Mechanical Engineering, National Institute of Technology, Raipur, 492013, India","Verma, T.N.; Department of Mechanical Engineering, India; email: verma.tikks@gmail.com",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Review,"Final","",Scopus,2-s2.0-85111020846
"Lenzuni P.","56272644800;","Compliance with limits of acceptability for thermal comfort, and implications for long-term comfort",2021,"Building and Environment","204",,"108067","","",,1,"10.1016/j.buildenv.2021.108067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109544849&doi=10.1016%2fj.buildenv.2021.108067&partnerID=40&md5=cd690ab4921c48bf7275377f5ff2252e","Italian National Workers' Compensation Authority, Tuscany Regional Research Center, Via delle Porte Nuove 61, Firenze, 50144, Italy","Lenzuni, P., Italian National Workers' Compensation Authority, Tuscany Regional Research Center, Via delle Porte Nuove 61, Firenze, 50144, Italy",,,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85109544849
"Peng Y., Feng T., Timmermans H.J.P.","57204789095;55011305300;7006171625;","Heterogeneity in outdoor comfort assessment in urban public spaces",2021,"Science of the Total Environment","790",,"147941","","",,2,"10.1016/j.scitotenv.2021.147941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108257370&doi=10.1016%2fj.scitotenv.2021.147941&partnerID=40&md5=d8fb0aa6f75134bad7c23b8c78e94197","Urban Planning and Transportation, Department of the Built Environment, Eindhoven University of Technology, P.O. box 513, Eindhoven, 5600MB, Netherlands; Department of Air Transportation Management, Nanjing University of Aeronautics and Astronautics, Jiangjun Avenue, Jiangning District, Nanjing, 211106, China","Peng, Y., Urban Planning and Transportation, Department of the Built Environment, Eindhoven University of Technology, P.O. box 513, Eindhoven, 5600MB, Netherlands; Feng, T., Urban Planning and Transportation, Department of the Built Environment, Eindhoven University of Technology, P.O. box 513, Eindhoven, 5600MB, Netherlands; Timmermans, H.J.P., Urban Planning and Transportation, Department of the Built Environment, Eindhoven University of Technology, P.O. box 513, Eindhoven, 5600MB, Netherlands, Department of Air Transportation Management, Nanjing University of Aeronautics and Astronautics, Jiangjun Avenue, Jiangning District, Nanjing, 211106, China","Feng, T.; Urban Planning and Transportation, P.O. box 513, Netherlands; email: t.feng@tue.nl",,"Elsevier B.V.",00489697,,STEVA,"34098272","English","Sci. Total Environ.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85108257370
"Villabonaa J.A., Zubiaga J.T., Maldonado Y.A.M., Pérez O.L., Valdés L.A.D.P.","57725361000;57724705900;57725182200;57724706000;56241373000;","Assessing the thermal performance of a conventional architecture in a dry warm climate",2021,"Heritage and Sustainable Development","3","2",,"173","182",,,"10.37868/hsd.v3i2.66","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131233190&doi=10.37868%2fhsd.v3i2.66&partnerID=40&md5=3379dbda6c61d247ac6127a0eaee526c","College of Natural Sciences and Engineering, Universidad Tecnológicas de Santander, Bucaramanga, Colombia; Energy Engineering Department, University of the Basque Country, Bizkaia, Spain; Energy Engineering Department, Universidad Autonoma de Bucaramanga, Bucaramanga, Colombia","Villabonaa, J.A., College of Natural Sciences and Engineering, Universidad Tecnológicas de Santander, Bucaramanga, Colombia; Zubiaga, J.T., Energy Engineering Department, University of the Basque Country, Bizkaia, Spain; Maldonado, Y.A.M., Energy Engineering Department, Universidad Autonoma de Bucaramanga, Bucaramanga, Colombia; Pérez, O.L., College of Natural Sciences and Engineering, Universidad Tecnológicas de Santander, Bucaramanga, Colombia; Valdés, L.A.D.P., Energy Engineering Department, University of the Basque Country, Bizkaia, Spain","Villabonaa, J.A.; College of Natural Sciences and Engineering, Colombia; email: jascanio@correo.uts.edu.co",,"Research and Development Academy",27120554,,,,"English","Herit. Sustain. Dev.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85131233190
"Dawe M., Karmann C., Schiavon S., Bauman F.","57211314960;56548832300;36976643300;7004025205;","Field evaluation of thermal and acoustical comfort in eight North-American buildings using embedded radiant systems",2021,"PLoS ONE","16","10 October","e0258888","","",,,"10.1371/journal.pone.0258888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117933267&doi=10.1371%2fjournal.pone.0258888&partnerID=40&md5=1ee4c9f6b4c1da95666264b190570078","Center for the Built Environment (CBE), University of California, Berkeley, CA, United States; Laboratory of Integrated Performance in Design (LIPID), École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland","Dawe, M., Center for the Built Environment (CBE), University of California, Berkeley, CA, United States; Karmann, C., Laboratory of Integrated Performance in Design (LIPID), École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; Schiavon, S., Center for the Built Environment (CBE), University of California, Berkeley, CA, United States; Bauman, F., Center for the Built Environment (CBE), University of California, Berkeley, CA, United States","Dawe, M.; Center for the Built Environment (CBE), United States; email: megan.dawe@berkeley.edu",,"Public Library of Science",19326203,,POLNC,"34699543","English","PLoS ONE",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85117933267
"Choe S.-J., Han S.-H.","57211444602;55487858400;","Applicability of assessment indices for hanok‐user sensory comfort based on visual and tactile comfort evaluation indicators",2021,"Sustainability (Switzerland)","13","20","11511","","",,1,"10.3390/su132011511","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117415459&doi=10.3390%2fsu132011511&partnerID=40&md5=897b1bfcaa7943cc2709686a29bd221c","School of Architecture, Chonnam National University, Gwangju, 61186, South Korea","Choe, S.-J., School of Architecture, Chonnam National University, Gwangju, 61186, South Korea; Han, S.-H., School of Architecture, Chonnam National University, Gwangju, 61186, South Korea","Han, S.-H.; School of Architecture, South Korea; email: hshoon@jnu.ac.kr",,"MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85117415459
"López-Chao V., López-Pena V.","57192394743;57192817235;","Purpose adequacy as a basis for sustainable building design: A post-occupancy evaluation of higher education classrooms",2021,"Sustainability (Switzerland)","13","20","11181","","",,1,"10.3390/su132011181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117227452&doi=10.3390%2fsu132011181&partnerID=40&md5=984149bd929025d00ffcb58a087de88b","Architectural Graphics Department, School of Architecture, Campus da Zapateira, Universidade da Coruña, Coruña, 15008, Spain; Department of Mechanical Engineering and Industrial Design, Faculty of Engineering, Campus de Puerto Real, Universidad de Cádiz, Cádiz, 11003, Spain","López-Chao, V., Architectural Graphics Department, School of Architecture, Campus da Zapateira, Universidade da Coruña, Coruña, 15008, Spain; López-Pena, V., Department of Mechanical Engineering and Industrial Design, Faculty of Engineering, Campus de Puerto Real, Universidad de Cádiz, Cádiz, 11003, Spain","López-Chao, V.; Architectural Graphics Department, Spain; email: vicente.lopez@uca.es
López-Pena, V.; Department of Mechanical Engineering and Industrial Design, Spain; email: v.lchao@udc.es",,"MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85117227452
"Ozarisoy B., Altan H.","57195391689;24757803500;","Developing an evidence-based energy-policy framework to assess robust energy-performance evaluation and certification schemes in the South-eastern Mediterranean countries",2021,"Energy for Sustainable Development","64",,,"65","102",,1,"10.1016/j.esd.2021.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113303416&doi=10.1016%2fj.esd.2021.08.001&partnerID=40&md5=9caeeb07bf54a274f3a13a6b0931273a","Graduate School, School of Architecture, Computing & Engineering, University of East London (UEL), London, E16 2RD, United Kingdom; Department of Architecture, Faculty of Design, Arkin University of Creative Design and Arts (ARUCAD), Kyrenia, 99300, Cyprus","Ozarisoy, B., Graduate School, School of Architecture, Computing & Engineering, University of East London (UEL), London, E16 2RD, United Kingdom; Altan, H., Department of Architecture, Faculty of Design, Arkin University of Creative Design and Arts (ARUCAD), Kyrenia, 99300, Cyprus","Ozarisoy, B.; Graduate School, United Kingdom; email: ozarisoybertug@gmail.com",,"Elsevier B.V.",09730826,,,,"English","Energy Sustainable Dev.",Article,"Final","",Scopus,2-s2.0-85113303416
"Pisello A.L., Pigliautile I., Andargie M., Berger C., Bluyssen P.M., Carlucci S., Chinazzo G., Deme Belafi Z., Dong B., Favero M., Ghahramani A., Havenith G., Heydarian A., Kastner D., Kong M., Licina D., Liu Y., Luna-Navarro A., Mahdavi A., Nocente A., Schweiker M., Touchie M., Vellei M., Vittori F., Wagner A., Wang A., Wei S.","54896291600;57194409282;56315594400;57210910056;6507274241;55331189400;57188722359;55907308500;35368332400;57215547194;55923441000;7004613724;51461492400;57225114120;56548163200;38061573200;57218531312;57211157712;7006750113;56964490100;26327037800;55839735800;56951347600;57222542373;35239050700;57225883137;57225740550;","Test rooms to study human comfort in buildings: A review of controlled experiments and facilities",2021,"Renewable and Sustainable Energy Reviews","149",,"111359","","",,8,"10.1016/j.rser.2021.111359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109201104&doi=10.1016%2fj.rser.2021.111359&partnerID=40&md5=2c8e16d741fedbaa468381f5b32d5455","Department of Engineering, University of Perugia, Perugia, Italy; CIRIAF – Interuniversity Research Center, University of Perugia, Perugia, Italy; Department of Civil and Mineral Engineering, University of Toronto, Toronto, ON, Canada; Department of Building Physics and Building Ecology, TU Wien, Vienna, Austria; Faculty of Architecture and the Built Environment, Delft University of Technology, Delft, Netherlands; Energy, Environment and Water Research Center, The Cyprus Institute, Nicosia, Cyprus; Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Department of Civil and Environmental Engineering, Northwestern University, Evanston, United States; Department of Building Services and Process Engineering, Faculty of Mechanical Engineering, Budapest University of Technology and Economics, Hungary; Department of Mechanical and Aerospace Engineering, Syracuse University, Syracuse, NY, United States; Department of Building, National University of Singapore and Center for the Built Environment, UC Berkeley, United States; Environmental Ergonomics Research Centre, Loughborough University, School of Design and Creative Arts, Loughborough, United Kingdom; Department of Engineering Systems and Environment, Link Lab, University of Virginia, United States; Institute of Energy Efficiency and Sustainable Building E3D, RWTH Aachen University, Aachen, Germany; Human-Oriented Built Environment Lab, School of Architecture, Civil and Environmental Engineering, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Department of Engineering, University of Cambridge, Cambridge, UK, United Kingdom; SINTEF AS, Trondheim, Norway; Institute for Occupational, Social and Environmental Medicine, Medical Faculty, RWTH Aachen University, Aachen, Germany; LaSIE (UMR CNRS 7356), La Rochelle University, La Rochelle, France; Building Science Group, Karlsruhe Institute of Technology, Karlsruhe, Germany; The Bartlett School of Construction and Project Management, University College London, London, UK, United Kingdom","Pisello, A.L., Department of Engineering, University of Perugia, Perugia, Italy, CIRIAF – Interuniversity Research Center, University of Perugia, Perugia, Italy; Pigliautile, I., Department of Engineering, University of Perugia, Perugia, Italy, CIRIAF – Interuniversity Research Center, University of Perugia, Perugia, Italy; Andargie, M., Department of Civil and Mineral Engineering, University of Toronto, Toronto, ON, Canada; Berger, C., Department of Building Physics and Building Ecology, TU Wien, Vienna, Austria; Bluyssen, P.M., Faculty of Architecture and the Built Environment, Delft University of Technology, Delft, Netherlands; Carlucci, S., Energy, Environment and Water Research Center, The Cyprus Institute, Nicosia, Cyprus, Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Chinazzo, G., Department of Civil and Environmental Engineering, Northwestern University, Evanston, United States; Deme Belafi, Z., Department of Building Services and Process Engineering, Faculty of Mechanical Engineering, Budapest University of Technology and Economics, Hungary; Dong, B., Department of Mechanical and Aerospace Engineering, Syracuse University, Syracuse, NY, United States; Favero, M., Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Ghahramani, A., Department of Building, National University of Singapore and Center for the Built Environment, UC Berkeley, United States; Havenith, G., Environmental Ergonomics Research Centre, Loughborough University, School of Design and Creative Arts, Loughborough, United Kingdom; Heydarian, A., Department of Engineering Systems and Environment, Link Lab, University of Virginia, United States; Kastner, D., Institute of Energy Efficiency and Sustainable Building E3D, RWTH Aachen University, Aachen, Germany; Kong, M., Department of Mechanical and Aerospace Engineering, Syracuse University, Syracuse, NY, United States; Licina, D., Human-Oriented Built Environment Lab, School of Architecture, Civil and Environmental Engineering, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Liu, Y., Department of Mechanical and Aerospace Engineering, Syracuse University, Syracuse, NY, United States; Luna-Navarro, A., Department of Engineering, University of Cambridge, Cambridge, UK, United Kingdom; Mahdavi, A., Department of Building Physics and Building Ecology, TU Wien, Vienna, Austria; Nocente, A., SINTEF AS, Trondheim, Norway; Schweiker, M., Institute for Occupational, Social and Environmental Medicine, Medical Faculty, RWTH Aachen University, Aachen, Germany; Touchie, M., Department of Civil and Mineral Engineering, University of Toronto, Toronto, ON, Canada; Vellei, M., LaSIE (UMR CNRS 7356), La Rochelle University, La Rochelle, France; Vittori, F., CIRIAF – Interuniversity Research Center, University of Perugia, Perugia, Italy; Wagner, A., Building Science Group, Karlsruhe Institute of Technology, Karlsruhe, Germany; Wang, A., Department of Engineering Systems and Environment, Link Lab, University of Virginia, United States; Wei, S., The Bartlett School of Construction and Project Management, University College London, London, UK, United Kingdom","Pisello, A.L.; Department of Engineering, Italy; email: anna.pisello@unipg.it",,"Elsevier Ltd",13640321,,RSERF,,"English","Renewable Sustainable Energy Rev",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85109201104
